Gesture_record,Morph,Recording_number,Body_part,Contact_recipient,Lateral_use,Repetition
Gesture_record_25,Morph_63,Recording_number_899,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_2244,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_20,Morph_104,Recording_number_2775,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_80,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_41,Morph_32,Recording_number_3010,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_34,Morph_112,Recording_number_655,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_513,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_25,Morph_55,Recording_number_2741,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_3090,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_2159,Body_part_3,NA,NA,NA
Gesture_record_8,Morph_88,Recording_number_1386,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_1219,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_23,Morph_94,Recording_number_3214,Body_part_10,NA,NA,NA
Gesture_record_15,Morph_61,Recording_number_913,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_849,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_425,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_1440,Body_part_3,NA,NA,NA
Gesture_record_70,NA,Recording_number_771,Body_part_16,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_2601,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_53,Morph_9,Recording_number_436,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_49,Morph_40,Recording_number_1245,Body_part_14,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_49,Morph_15,Recording_number_1119,Body_part_5,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_96,Recording_number_2686,Body_part_3,NA,NA,NA
Gesture_record_25,Morph_78,Recording_number_726,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_830,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_40,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_38,Morph_106,Recording_number_2464,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_1193,Body_part_14,NA,Lateral_use_2,Repetition_2
Gesture_record_43,Morph_93,Recording_number_2329,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_91,Recording_number_1074,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_68,Morph_117,Recording_number_1090,Body_part_6,NA,NA,NA
Gesture_record_73,Morph_79,Recording_number_2566,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_73,Morph_79,Recording_number_475,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_34,Morph_112,Recording_number_911,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_111,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_20,Morph_104,Recording_number_1770,Body_part_12,NA,NA,NA
Gesture_record_34,Morph_112,Recording_number_1959,Body_part_12,NA,NA,NA
Gesture_record_38,Morph_106,Recording_number_613,Body_part_12,NA,NA,NA
Gesture_record_47,Morph_113,Recording_number_1459,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_3162,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_114,Recording_number_1862,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_969,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_878,Body_part_5,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_3139,Body_part_5,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_113,Body_part_6,NA,Lateral_use_1,NA
Gesture_record_69,NA,Recording_number_1291,Body_part_6,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_54,NA,Recording_number_1668,Body_part_6,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_1461,Body_part_17,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_1467,Body_part_5,NA,NA,NA
Gesture_record_67,Morph_43,Recording_number_1178,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_65,Morph_21,Recording_number_1182,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_85,Recording_number_3211,Body_part_16,Contact_recipient_2,NA,NA
Gesture_record_25,Morph_82,Recording_number_996,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_85,Recording_number_469,Body_part_16,Contact_recipient_2,NA,NA
Gesture_record_44,Morph_4,Recording_number_2397,Body_part_5,Contact_recipient_6,NA,NA
Gesture_record_36,Morph_53,Recording_number_2037,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1252,Body_part_16,NA,NA,NA
Gesture_record_68,Morph_54,Recording_number_2825,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2024,Body_part_16,NA,NA,NA
Gesture_record_49,Morph_118,Recording_number_2684,Body_part_16,Contact_recipient_3,Lateral_use_1,Repetition_2
Gesture_record_37,Morph_110,Recording_number_2080,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_40,Morph_1,Recording_number_2594,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_86,Recording_number_1928,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2861,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_88,Recording_number_1689,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_2699,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_75,Morph_123,Recording_number_272,Body_part_12,NA,NA,Repetition_2
Gesture_record_49,Morph_99,Recording_number_231,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_75,Morph_123,Recording_number_1392,Body_part_12,NA,NA,Repetition_2
Gesture_record_8,Morph_88,Recording_number_3031,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_2125,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_68,Morph_117,Recording_number_1976,Body_part_14,NA,NA,NA
Gesture_record_53,Morph_59,Recording_number_2870,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_42,Morph_92,Recording_number_1403,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_79,Recording_number_2083,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_75,Morph_24,Recording_number_1380,Body_part_12,NA,NA,Repetition_3
Gesture_record_25,Morph_55,Recording_number_2303,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_3034,Body_part_5,NA,NA,NA
Gesture_record_41,Morph_32,Recording_number_2929,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_49,Morph_118,Recording_number_2703,Body_part_16,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_111,Recording_number_2039,Body_part_13,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_1186,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_73,Morph_91,Recording_number_2242,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_1,Morph_51,Recording_number_329,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_37,Morph_110,Recording_number_1059,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_99,Recording_number_1017,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_61,Morph_62,Recording_number_1865,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_3143,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_45,Morph_85,Recording_number_363,Body_part_16,Contact_recipient_2,NA,NA
Gesture_record_25,Morph_82,Recording_number_1557,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_2555,Body_part_2,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_2061,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_2339,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_1910,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1924,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_1315,Body_part_17,NA,NA,NA
Gesture_record_67,Morph_43,Recording_number_1431,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_73,Morph_86,Recording_number_2342,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_1676,Body_part_12,NA,NA,NA
Gesture_record_69,Morph_16,Recording_number_1215,Body_part_15,Contact_recipient_7,Lateral_use_1,Repetition_3
Gesture_record_57,Morph_11,Recording_number_67,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_25,Morph_82,Recording_number_2506,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_58,Recording_number_1580,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_6,Morph_48,Recording_number_2487,Body_part_9,NA,NA,Repetition_3
Gesture_record_20,Morph_104,Recording_number_1597,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2842,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_2349,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_2078,Body_part_5,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1639,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_30,Morph_119,Recording_number_1941,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_75,Recording_number_956,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_1696,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_57,Morph_20,Recording_number_1763,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_49,Morph_118,Recording_number_3100,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_3,Morph_114,Recording_number_1849,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_1618,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_57,Morph_19,Recording_number_2513,Body_part_10,Contact_recipient_6,NA,NA
Gesture_record_8,Morph_88,Recording_number_1322,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_2620,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_41,Morph_32,Recording_number_2032,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_41,NA,Recording_number_2311,Body_part_16,Contact_recipient_1,NA,NA
Gesture_record_25,Morph_78,Recording_number_359,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_3102,Body_part_14,NA,NA,NA
Gesture_record_57,Morph_11,Recording_number_1031,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_25,Morph_75,Recording_number_2120,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_41,NA,Recording_number_1324,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_71,NA,Recording_number_1913,Body_part_16,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_1577,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_2046,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_2099,Body_part_7,NA,NA,NA
Gesture_record_58,Morph_31,Recording_number_1952,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_41,Morph_32,Recording_number_598,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_73,Morph_91,Recording_number_2364,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_1666,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_784,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_2629,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_734,Body_part_3,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_296,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1630,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1573,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1539,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2302,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_289,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_2205,Body_part_5,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2319,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_609,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_3,Morph_124,Recording_number_3044,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_3088,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_124,Recording_number_1506,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_81,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_2517,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_1230,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_865,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,NA,Recording_number_2287,Body_part_16,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_198,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_26,Morph_57,Recording_number_1977,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_65,Morph_21,Recording_number_1912,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_1131,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2187,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_389,Body_part_3,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_2905,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_1531,Body_part_11,NA,NA,NA
Gesture_record_65,Morph_21,Recording_number_658,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_1429,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_1907,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_6,Morph_48,Recording_number_3124,Body_part_9,NA,NA,Repetition_3
Gesture_record_45,Morph_80,Recording_number_2920,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_111,Recording_number_2073,Body_part_11,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2643,Body_part_12,NA,NA,NA
Gesture_record_31,Morph_83,Recording_number_2820,Body_part_12,NA,NA,NA
Gesture_record_6,Morph_48,Recording_number_449,Body_part_9,NA,NA,Repetition_2
Gesture_record_18,Morph_111,Recording_number_2231,Body_part_7,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_68,Body_part_3,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1923,Body_part_16,NA,NA,NA
Gesture_record_1,Morph_51,Recording_number_2433,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_121,Recording_number_2657,Body_part_12,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1966,Body_part_10,NA,NA,NA
Gesture_record_5,Morph_60,Recording_number_344,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_65,Morph_21,Recording_number_779,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_232,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1652,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_3057,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,NA,Recording_number_145,Body_part_16,NA,Lateral_use_3,NA
Gesture_record_58,Morph_31,Recording_number_597,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_1228,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_103,Recording_number_3165,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_73,Morph_91,Recording_number_879,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_260,Body_part_12,NA,NA,NA
Gesture_record_49,Morph_116,Recording_number_2755,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_3
Gesture_record_36,Morph_53,Recording_number_2234,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_593,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_6,Morph_48,Recording_number_1304,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_23,Recording_number_1561,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_73,Morph_91,Recording_number_591,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_11,Morph_8,Recording_number_421,Body_part_15,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_2437,Body_part_14,NA,Lateral_use_2,Repetition_2
Gesture_record_43,Morph_93,Recording_number_2965,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_29,Morph_7,Recording_number_2108,Body_part_15,NA,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_2639,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2527,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_345,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_72,Morph_70,Recording_number_1617,Body_part_14,NA,NA,NA
Gesture_record_55,Morph_90,Recording_number_3110,Body_part_12,NA,NA,NA
Gesture_record_4,Morph_37,Recording_number_1918,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1911,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1672,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_49,Morph_29,Recording_number_1264,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_2
Gesture_record_67,Morph_23,Recording_number_728,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_37,Morph_110,Recording_number_3029,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_91,Recording_number_2340,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1411,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_1749,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_41,Morph_32,Recording_number_3184,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_41,NA,Recording_number_2033,Body_part_16,Contact_recipient_5,NA,NA
Gesture_record_3,Morph_5,Recording_number_1299,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_1130,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_67,Morph_43,Recording_number_2123,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_12,Recording_number_43,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_45,Morph_28,Recording_number_555,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_61,Morph_97,Recording_number_1638,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_18,Morph_121,Recording_number_1706,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_494,Body_part_3,NA,NA,NA
Gesture_record_15,Morph_25,Recording_number_2676,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_65,Morph_2,Recording_number_2672,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_3196,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_114,Recording_number_1845,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_2980,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
